0-x,0-y,1-x,1-y,2-x,2-y,3-x,3-y,4-x,4-y,5-x,5-y,6-x,6-y,7-x,7-y,8-x,8-y,9-x,9-y,10-x,10-y,11-x,11-y,12-x,12-y
1006.8367309570312,630.5941162109375,420.887451171875,277.8541564941406,455.4225158691406,385.7869873046875,593.38134765625,291.0271301269531,519.4368286132812,239.25048828125,467.6788635253906,474.66400146484375,428.41864013671875,312.41436767578125,774.5774536132812,390.78656005859375,490.5301208496094,298.1059875488281,461.80975341796875,432.79681396484375,525.2534790039062,294.83953857421875,323.1674499511719,379.32611083984375,579.16015625,297.48516845703125
,,417.99932861328125,291.50579833984375,473.4971618652344,407.60443115234375,579.4524536132812,188.19784545898438,,,439.3070983886719,471.34942626953125,461.9904479980469,292.54486083984375,279.4687194824219,308.74822998046875,454.69189453125,294.08648681640625,429.7094421386719,398.5096130371094,515.5029907226562,265.14599609375,407.7223205566406,284.3216552734375,270.64556884765625,105.47679138183594
,,425.43756103515625,264.4908752441406,,,572.6990356445312,272.9540100097656,,,455.86993408203125,317.8822326660156,300.93634033203125,84.32195281982422,767.021728515625,380.2564697265625,,,,,482.81439208984375,254.33580017089844,484.70465087890625,380.0843811035156,465.8312683105469,241.40328979492188
,,410.0693359375,272.8663330078125,,,556.2442016601562,267.4093933105469,,,426.37646484375,417.2588195800781,450.6585998535156,291.4374694824219,255.83377075195312,300.5805969238281,,,,,544.8578491210938,271.12347412109375,217.018310546875,234.95603942871094,,
,,53.76371383666992,577.3460083007812,,,579.6793823242188,188.00379943847656,,,482.9340515136719,338.5634765625,686.4924926757812,459.3080749511719,718.5,361.1752014160156,,,,,,,837.5944213867188,302.3729248046875,,
,,493.7675476074219,195.4905548095703,,,1013.6025390625,599.4017333984375,,,370.57794189453125,529.4632568359375,,,763.0864868164062,405.3224792480469,,,,,,,560.5537719726562,264.5607604980469,,
,,,,,,968.4318237304688,452.5054626464844,,,143.8201446533203,464.36834716796875,,,774.60546875,390.95587158203125,,,,,,,,,,
,,,,,,935.4249877929688,156.69583129882812,,,794.8435668945312,556.8797607421875,,,725.0609130859375,374.449462890625,,,,,,,,,,
,,,,,,130.84388732910156,462.38818359375,,,,,,,279.5416564941406,308.82196044921875,,,,,,,,,,
,,,,,,714.9749755859375,345.0916748046875,,,,,,,246.59620666503906,280.7127380371094,,,,,,,,,,
,,,,,,,,,,,,,,311.444580078125,234.62989807128906,,,,,,,,,,
,,,,,,,,,,,,,,98.125,515.504150390625,,,,,,,,,,
,,,,,,,,,,,,,,584.0241088867188,443.6653137207031,,,,,,,,,,
,,,,,,,,,,,,,,55.81974792480469,318.8154296875,,,,,,,,,,
