0-x,0-y,1-x,1-y,2-x,2-y,3-x,3-y,4-x,4-y,5-x,5-y,6-x,6-y,7-x,7-y,8-x,8-y,9-x,9-y,10-x,10-y,11-x,11-y,12-x,12-y,13-x,13-y,14-x,14-y,15-x,15-y,16-x,16-y,17-x,17-y,18-x,18-y,19-x,19-y,20-x,20-y,21-x,21-y,22-x,22-y,23-x,23-y,24-x,24-y,25-x,25-y,26-x,26-y,27-x,27-y,28-x,28-y,29-x,29-y,30-x,30-y,31-x,31-y,32-x,32-y,33-x,33-y,34-x,34-y,35-x,35-y,36-x,36-y,37-x,37-y,38-x,38-y,39-x,39-y,40-x,40-y,41-x,41-y,42-x,42-y,43-x,43-y,44-x,44-y,45-x,45-y,46-x,46-y,47-x,47-y,48-x,48-y,49-x,49-y,50-x,50-y,51-x,51-y,52-x,52-y,53-x,53-y,54-x,54-y,55-x,55-y,56-x,56-y,57-x,57-y,58-x,58-y,59-x,59-y,60-x,60-y,61-x,61-y,62-x,62-y,63-x,63-y,64-x,64-y,65-x,65-y,66-x,66-y,67-x,67-y,68-x,68-y,69-x,69-y,70-x,70-y,71-x,71-y,72-x,72-y,73-x,73-y,74-x,74-y,75-x,75-y,76-x,76-y,77-x,77-y,78-x,78-y,79-x,79-y,80-x,80-y,81-x,81-y,82-x,82-y,83-x,83-y,84-x,84-y,85-x,85-y,86-x,86-y,87-x,87-y,88-x,88-y,89-x,89-y,90-x,90-y,91-x,91-y,92-x,92-y,93-x,93-y,94-x,94-y,95-x,95-y,96-x,96-y,97-x,97-y,98-x,98-y,99-x,99-y
507.9066162,564.0896606,343.9425659,604.9684448,930.4321899,637.2025757,215.163559,571.1737671,633.6495972,604.8970947,263.6528015,578.425293,182.0640869,306.5888062,918,97,631.0620117,600.0724487,381.2921448,561.1296997,927.7717285,572.94104,453.0301208,586.2585449,288.9169312,449.8152771,872.2374268,489.1072083,175.1698761,570.1160278,656.4862061,586.5784912,904.1444702,549.539917,328.4405518,543.3660278,892.171814,523.3687134,503.5144043,512.1097412,812.2644043,514.4469604,728.4082031,618.6994629,893.8928833,524.6107788,540.9581909,482.8710938,868.5197754,542.2261963,936.8626099,539.2200317,471.0154419,450.4460449,688.0662842,522.2474976,7.482454777,589.9328613,460.9338989,152.550293,647.755127,496.3632202,595.5209961,601.8884888,940.4633789,513.8156738,370.747467,529.8421631,857.3830566,362.5954895,242.1594543,550.1359253,570.7564697,529.4365234,229.9682617,619.9815674,210.6356049,473.6497498,527.0339355,476.0493774,937.1193237,540.3591919,824.3439331,628.8156128,112.4619598,603.9085693,950.3620605,572.3284302,757.2580566,530.12677,154.8333282,575.5978394,845.9633789,357.9685669,186.3165283,486.5812683,573.3790894,600.9512939,388.2108765,589.6668091,404.7458191,546.6029053,295.8807068,620.4355469,1007.438538,638.1622314,785.7106934,504.901123,196.2215729,450.3048096,375.79953,615.1951904,775.1040039,621.7977295,10.87914848,585.9873657,638.4421387,485.0769653,34.09061432,370.7906189,883.3572388,472.6138611,943.3922119,585.1896973,728.0048828,497.0524597,980.0671997,577.9262085,465.0945435,338.7428284,756.4049072,564.3786621,700.5620728,520.7966919,205.4880676,561.6786499,274.3390503,473.3469543,406.7785339,276.0723877,599.7634277,551.8450928,633.8861084,438.6542358,377.0086975,609.8980103,782.3553467,445.4078674,884.5357056,496.5863037,347.8338623,561.9697876,421.7096252,541.6091919,959.3359375,581.6742554,562.0407104,611.3453979,908.958313,624.3931274,313.585022,590.4719238,623.1069946,562.3391113,448.2246399,539.303772,263.7417297,523.7374268,189.7790375,374.732666,672.1513672,628.8716431,181.2897949,558.8065186,808.8600464,596.2755737,655.5102539,594.7680054,227.1130219,565.1641846,512.2329712,561.9910278,410.0769043,597.5065308,938.7835693,196.3937225,313.5319519,542.0446777,368.2971497,606.3607788,356.8952637,570.4163208,686.6245117,602.3532715,533.1160278,522.6975708,893.0004883,638.6745605,139.2661438,645.2296143
703.9996338,552.1123657,835.4713135,585.3527222,235.2498169,635.8866577,269.3131714,549.4411621,981.0372314,596.2217407,213.0179901,573.5090942,845.416687,605.1018677,278.750061,630.5428467,575.7323608,590.4573975,423.6960449,554.2978516,973.3292236,554.5529175,541.4946899,578.1356201,305.0673523,436.4179993,833.6921997,482.4707336,428.4353943,553.951355,455.5264587,579.8485718,335.1178589,549.1113892,180.2906647,520.0681763,993.0983276,517.7564697,999.923584,485.028656,879.187439,500.4724426,152.4012146,613.7905273,724.3659058,506.9503479,783.6398926,473.9486694,667.4146729,446.2748718,745.6224365,516.874939,874.112793,421.123291,221.9904785,515.2127075,53.30121994,548.921814,351.7113953,144.1225281,979.0631104,492.4256287,415.3022461,561.699585,370.9767151,468.2425537,205.6639099,509.5667419,490.5705872,354.8597412,1007.75293,491.9300232,245.1569519,504.9775085,300.6270447,582.4880981,722.5715332,455.4182739,616.7474365,454.131012,966.3843994,539.881897,503.8791809,602.4981689,292.499054,590.5073242,226.4316711,551.1690063,584.5060425,524.927124,14.13708973,567.2859497,132.2659454,324.5741882,789.1315308,484.7683411,987.0055542,595.8196411,330.6979065,585.5597534,479.1586609,542.0922241,142.4549866,619.1063232,421.3573608,634.7670898,800.1079712,476.9849854,519.0114746,398.973999,387.3973083,565.6052246,32.13394165,619.9309082,284.7304382,584.0887451,621.0431519,476.4003906,495.5646667,357.0095215,841.3942261,443.3988647,142.6307831,583.8939209,572.5350952,470.4925842,66.10701752,572.2201538,11.78246784,333.4225769,112.2591934,543.1413574,263.4481506,516.5990601,832.7090454,552.4973755,767.286438,457.1306458,661.1091309,262.2840881,757.4585571,536.593689,682.3270264,427.5660706,680.8119507,608.1728516,462.9232178,426.3574524,110.5397415,494.9279175,946.1148682,560.5818481,203.2377777,505.3561401,15.37199688,572.5927124,77.44405365,602.7006226,277.716095,580.6314087,951.553894,560.7105713,104.3178101,553.3452148,157.6652832,531.9378662,900.7657471,515.010437,163.7245178,366.4694519,117.6827545,628.0667725,864.0089722,556.3740234,612.4351196,569.7653198,167.3275299,572.6656494,794.9481201,564.1266479,718.4944458,555.0435791,870.6134644,592.1144409,446.2739868,178.6340027,792.1942749,525.6727905,472.2669373,590.3148193,808.8334961,517.7410278,397.3984985,602.3115234,641.6395874,511.8842163,952.7028809,632.34729,843.0494995,628.1166992
877.0376587,549.5422363,542.8244629,581.1834106,514.4256592,593.8273926,204.1027985,537.8873291,174.0986023,588.3917847,152.9237518,548.4887695,458.8456726,555.2807617,64.59391022,623.0888062,994.8320313,584.4300537,368.2557678,546.6426392,976.2779541,540.1524048,455.6917725,562.2939453,156.4163361,425.6363831,270.3645935,410.3966675,676.3085938,533.5405273,84.84890747,570.7913818,125.4403076,520.2131958,333.1288757,513.3557739,355.2675171,488.8813477,623.0613403,479.3577576,249.0417175,495.7417603,384.9303284,593.2137451,499.2269287,496.0188904,639.722168,456.6236572,429.0333557,445.8713379,623.3625488,504.3193359,329.5930481,421.8204651,923.3446655,496.2827759,935.3273926,514.5548096,65.49972534,100.7158508,68.08307648,491.0022278,151.3425751,545.307373,422.4242554,435.6770325,89.84207153,501.3326111,736.6917114,332.5516663,832.6889648,446.7014465,886.2297363,494.9807434,325.1465149,563.9191895,844.1919556,452.9891052,212.0310516,396.8586121,809.8800049,495.5799866,98.75904083,578.7677002,258.6369019,573.916748,982.8006592,530.1077271,296.3366699,458.8478088,58.58178329,563.6952515,946.2664795,317.4949951,603.5280762,482.5520935,790.3101807,590.7782593,291.8210754,536.3782959,387.2280884,539.1582642,355.7611084,614.9593506,839.996521,623.1005249,723.8251343,474.6598511,842.3728638,380.2832031,412.0249329,559.9837036,857.9155884,612.6033936,239.5875854,579.5255127,226.2265472,428.4815979,665.2729492,325.8077698,1004.916138,441.3331299,518.0119629,573.4198608,816.9799805,451.1829834,418.6695557,568.0177002,640.8706665,313.7442017,526.5841064,532.367981,406.4147949,513.0473022,570.28479,538.6379395,355.3427124,394.5579834,935.4511108,241.7923889,130.7181549,534.5448608,9.500886917,397.8386841,417.7604675,607.4661255,923.0524292,401.9567566,185.4503326,474.7683105,1001.338684,553.8413696,789.0641479,496.5195313,427.9904785,540.680603,790.7792969,592.1973267,925.5596313,545.1226807,610.4360962,558.1254272,463.3383179,519.0403442,726.3835449,530.7801514,46.35475159,504.1590576,46.21206665,354.4736328,773.265625,625.9684448,540.0499878,548.0193481,682.6786499,568.0196533,819.3739014,565.5941772,326.2762451,559.6542358,765.6397705,544.8547363,929.493042,559.0321045,644.3891602,164.2695465,725.0880737,525.3273315,940.9022217,549.571167,718.1375732,514.7538452,89.79416656,592.2370605,334.5024109,502.8371887,394.3207703,609.2321777,430.339325,606.2158203
601.8660278,520.9087524,124.7223587,559.7791138,640.3650513,586.1072998,486.6364136,535.8151245,202.5079346,548.2790527,551.192627,526.1816406,10.95919418,533.8205566,629.5061035,613.4901123,200.3791962,583.835144,817.6245117,533.7757568,155.0482178,529.447998,913.1872559,556.9672241,818.5561523,388.6708679,828.598877,326.3323669,338.8983459,533.2161865,813.322998,537.7126465,254.98172,508.3149719,965.2647705,480.7113342,128.5630798,481.6871643,542.0881958,475.1922302,647.1793823,480.728241,797.8129883,588.0559692,435.7139893,468.5001831,1001.854004,446.5818176,182.8838654,378.1063232,339.2919006,498.8876648,650.3005981,400.82547,260.8439026,447.3315125,904.1427612,512.3027954,133.7146454,68.44298553,42.34061432,468.3656616,618.934021,539.9916992,849.6708374,410.1994019,53.44459915,477.7198792,797.5303345,330.6594543,991.3172607,437.4959412,143.6312866,494.97052,763.0189209,548.9422607,110.8443451,412.7947388,857.0032349,377.0418396,997.166748,485.6411133,233.8431091,548.9926758,830.5718994,524.4150391,679.838501,529.9892578,147.3446198,448.1001892,977.2095947,506.2540283,943.4121704,284.8822937,269.5645447,481.4043884,863.6081543,585.6016846,170.1061249,513.0423584,3.523107767,524.3289185,892.4433594,608.5697632,586.0981445,620.9264526,887.0974731,443.3544006,558.2120361,377.4281006,572.9651489,538.0424194,806.6253052,612.9116211,641.6177368,570.2205811,883.9539795,385.4977112,190.0348816,326.385437,987.7260132,437.3145752,719.555542,569.4484863,705.715271,443.9508972,757.7940063,562.6760254,893.2255859,295.0606384,720.7936401,488.8421631,405.6201172,490.2183533,13.23526192,514.7130737,583.7728882,386.6136475,545.7126465,191.8809662,304.663269,532.6617432,40.87182999,375.8962708,423.4949951,588.5056152,921.1828613,381.4091187,294.0438232,445.765686,573.43927,553.3450928,401.6749573,496.0012207,508.361084,530.4347534,585.0772095,563.5037231,518.2581787,542.7424927,573.5806885,552.0470581,666.7096558,444.6806335,89.85668182,508.8757935,561.3294678,488.9684143,310.1904907,332.1611938,696.5391846,624.8875732,435.0497131,531.8361206,66.83132172,537.3654785,597.3375854,549.5087891,245.0212708,555.3723145,320.2940063,534.4891357,732.8379517,556.2450562,319.5951538,135.0484924,747.4436035,504.9194031,720.7068481,524.0908813,448.5083313,512.7946777,712.890564,586.8491211,948.0818481,487.8601379,999.6754761,593.2850342,151.7771759,590.2280884
715.8113403,456.1894836,813.3521729,545.321228,147.4519043,585.7512817,645.7340698,532.5496826,153.5107422,545.6511841,73.48365021,515.8134155,281.8785095,518.385376,18.84253693,603.1303711,959.2730713,536.7956543,393.7050171,498.3519897,169.7017822,522.0377197,85.87535858,541.2909546,37.15458298,366.6842957,862.0884399,319.5463257,955.8392944,513.9685059,375.3699036,535.6495972,477.3596802,481.0620422,676.0048828,477.995636,808.4797363,435.6637268,113.2352295,473.6077576,666.0839233,478.9538269,315.2833862,559.3575439,552.4146729,463.3088379,579.0564575,398.0716858,575.6918945,341.0241089,474.9960938,458.2159424,932.4545288,399.9563293,465.0757141,437.4073486,448.506134,500.7088928,431.2606812,51.69501877,859.0059814,426.8458557,578.7276001,509.7425232,464.2006531,409.5418396,901.3117676,470.7618713,838.0740356,307.6548157,790.3460083,431.0504761,446.2987366,492.7115479,121.8517914,547.1867676,758.5723267,362.1725464,592.0001221,357.0400391,153.8236847,462.7711487,139.2592621,536.2999878,211.2910309,495.3026123,5.003045559,507.2767334,18.97479248,413.6720276,777.4862671,500.2649841,305.7835388,285.7690735,368.4899902,476.5931091,179.2952423,579.1213989,58.72355652,485.7783203,655.7895508,524.0219116,695.8077393,567.3331299,689.8849487,585.2355347,854.2478638,426.8769836,425.3742065,349.1095886,79.87425995,534.0817871,253.8737793,610.2620239,590.9343262,555.972229,815.008728,384.5180664,587.2047729,306.8471069,492.45401,425.5302734,815.6565552,523.0736694,547.2426758,436.0010376,782.744751,552.8700562,737.6737671,252.9050446,247.7541809,479.2392273,233.1108093,477.8836975,329.5274353,490.1644897,862.6343384,370.0188293,611.6635742,128.3816376,79.90839386,517.5925903,391.045929,343.3728943,34.08047485,582.4640503,897.538147,380.8952942,727.6121216,368.6437988,915.833374,529.1397095,1002.331055,493.9460754,703.5112305,490.9645386,640.3991089,561.7826538,570.5615234,540.2904663,276.1198425,537.881897,221.6208344,435.0431519,112.5838699,502.8352966,805.4302979,448.9654846,930.5284424,323.229187,248.9138794,619.8101196,848.8188477,479.3352051,368.5474243,516.666687,547.159729,543.3284302,666.873291,548.0917358,991.9944458,523.4295654,847.1717529,544.5562134,168.8217163,99.78769684,564.0128174,490.7102356,757.6824951,512.5291138,547.319458,511.8161316,26.62321091,579.3092651,896.7237549,472.3330688,736.5300903,588.7142334,470.6424255,552.6644897
659.09021,457.2883301,678.067627,526.7711182,739.5287476,564.9874878,528.7362061,513.6237183,564.0187988,540.7404785,695.5037842,508.1856079,43.59389114,516.2896118,53.77313232,599.659668,165.5369263,530.0252075,326.9668884,442.7212524,655.0253296,476.8468018,44.59358215,525.4268188,334.9221802,354.7117004,840.4785767,293.4036865,964.3269653,496.27948,757.6542358,530.4813843,228.0624847,463.3502197,296.5310669,468.753479,383.958313,425.4503174,127.4797211,461.0485535,811.0962524,463.3872681,735.4361572,551.350708,754.8409424,459.2865295,855.9216309,367.4961243,892.0778198,296.6450195,82.77954865,447.9939575,881.2472534,392.9528809,131.9374542,435.0528564,46.36558914,501.0674133,291.8416443,8.45245266,388.0505371,425.4351501,419.8256836,481.1274414,894.5948486,377.0058289,737.0582886,465.4290771,235.4918518,304.9234314,330.8102417,397.7290344,117.2491837,474.8642273,274.7587585,537.5424805,937.940918,340.4327087,542.5604858,353.5029602,952.9589844,449.0336609,248.9122009,535.5901489,899.0710449,475.2852783,159.9440918,502.1678772,691.2163086,399.0255737,66.76887512,440.2098389,495.1407166,257.4946289,59.07691574,474.9599609,129.822876,551.6328735,588.6026611,485.0757446,590.5484619,517.2869263,674.1867676,566.9039917,767.3928223,572.3987427,969.5745239,373.0386353,867.1393433,338.974762,117.4968948,514.4598389,900.9210815,594.4819946,842.7838745,551.4023438,523.2585449,362.7242126,746.1119995,304.6305237,282.0498047,394.3138123,828.1778564,454.9427185,251.3140869,413.2588196,883.8529053,547.9588013,522.2319946,213.7425842,698.7024536,477.5054016,184.4142456,477.4608459,769.3522949,442.2435303,247.6356812,359.8441162,982.4993896,114.6085205,802.203125,510.3729248,526.5354614,296.5318909,596.5757446,576.357666,122.9756775,360.0795593,719.9216309,321.4369202,848.473877,517.8267822,253.2024689,493.7711182,427.8251038,460.3698425,540.0393677,562.2514038,293.8687439,500.192688,551.6789551,534.4224243,930.5006714,431.9316711,1008.68988,490.7594299,368.6412964,444.1378479,328.8953857,300.7468872,740.9056396,580.5787354,351.0723877,461.7603455,167.1387787,503.4656372,191.7728271,542.4332886,929.2153931,540.8059692,163.304306,511.5106201,31.68864822,541.5437012,202.4591675,226.4106598,780.8950195,489.3526001,152.8909149,505.4182739,853.9613037,500.8692322,551.9619751,574.9567871,103.7104645,471.1144714,286.3739624,572.4385376,380.2161865,547.4806519
551.6308594,454.6228638,925.1461182,520.8616333,292.0330505,537.3845825,810.4376221,492.9629517,149.703598,493.2415466,861.9295044,495.5678101,668.9713745,505.8536987,135.7431793,565.0100098,114.6891937,455.4400635,505.064209,433.2304688,765.6271973,472.8239136,664.5092773,525.407959,918.8007813,318.4231567,1003.017822,287.7848816,599.3927002,428.3551941,906.9951172,516.8269653,40.28427505,452.8897095,346.066864,467.5328064,891.0280151,424.600708,1001.220764,427.0510559,523.8388062,460.2682495,321.2024536,528.4921875,924.9860229,456.1176147,529.4304199,365.7551575,499.8903503,268.5635986,453.4193115,447.7784119,116.5897675,372.9633789,16.07456017,406.5351868,679.8582153,476.3873901,346.7830811,586.7647705,339.8040771,388.8041992,883.0603638,387.4131775,347.1040039,355.9879761,371.1026917,444.1322632,988.6497192,303.2485962,451.6454163,376.1091003,84.15677643,434.8920593,173.7129974,523.0496216,215.3204803,307.1127319,1010.614807,349.2396545,646.984375,427.2002563,478.230072,521.0027466,669.7827148,462.3258667,927.9291992,498.0325928,344.0427856,365.8525085,247.1834412,432.1267395,742.446106,250.0370941,175.2070465,472.6384583,814.6247559,551.0253296,424.0121155,419.4961548,75.57641602,498.2029419,774.4783325,565.0349731,243.6531372,545.6870117,447.7999268,373.2012329,262.8744507,331.5682678,1008.549927,502.5578918,90.76963043,573.887146,116.2797241,542.2019653,787.0426636,354.5064087,465.6765442,300.707428,478.9804382,352.2544861,708.6953125,444.2241516,268.8088379,400.2901306,844.4620361,537.1668701,61.82305527,199.3848572,61.99626923,476.508667,569.7949219,435.6653748,286.1151123,436.4989319,928.9233398,324.8395386,747.178833,98.516922,509.2119446,496.901123,432.98172,221.3025208,203.0437469,558.0626221,422.135376,353.7275085,458.2616882,318.3110046,349.4655151,514.0443726,689.421814,486.5111389,245.1656952,459.2939148,412.0930481,546.1204834,421.2349548,495.9973755,784.3312378,526.5307617,21.94170761,399.2154236,493.7611084,462.4871826,501.303833,438.2588196,392.7088623,275.9635315,794.7020874,562.8482056,523.8242188,413.6454468,847.3831787,489.0112305,941.3825073,513.2610474,756.8372803,536.1279297,464.0618591,482.5059509,616.9786987,523.3623047,706.0424194,49.77565765,1014.192505,396.681488,398.7750854,481.9903259,382.3321533,493.9356384,705.652832,571.5918579,273.3218689,460.3945007,754.2956543,566.8306885,52.6815834,513.4306641
174.7489014,425.5288086,106.6529465,483.9543762,559.7670288,517.9876709,31.71540833,477.1071472,714.9534302,438.572998,801.972168,481.8626404,749.9351196,499.7559204,174.1399689,508.259552,562.9229736,419.3573608,181.7625732,410.3247681,129.5371704,460.4690552,277.1637878,470.9868774,76.66759491,266.9354248,178.7407074,177.2378235,218.3389587,412.7750854,310.401062,513.5771484,15.5313282,452.8121948,44.70014191,464.7312012,333.9403381,339.3844299,111.8781738,411.4858704,990.4443359,441.8298645,508.9448547,511.2272644,185.0597839,417.4402161,526.0878906,340.9613342,124.7747269,249.0184174,911.0899048,439.4065857,554.2650757,356.2732849,448.2151794,341.7415466,658.3894043,461.5823364,633.640625,31.22065926,730.3858643,384.5679016,118.0624695,385.1335754,933.5168457,353.6914063,84.34741974,442.2315063,871.383606,225.1206055,600.0770264,352.2764587,108.5700073,431.0613708,631.6574707,511.9682007,323.1133423,278.1430969,207.3090515,344.2176514,454.0535889,412.5736389,455.9745483,518.513855,967.8924561,447.9977112,112.651619,460.2596741,294.9793091,348.6416321,298.3744202,423.6930237,636.4057007,248.8006134,565.0220947,460.803833,571.5048218,518.1641846,734.8986816,361.3686829,963.4133301,495.7828674,69.85547638,559.8189087,926.7558594,536.1254883,670.0162354,367.0568542,759.4602661,314.7619019,716.5820923,498.5610962,852.5113525,570.6453857,160.0438538,521.8466797,11.2480278,319.7492676,479.2981567,284.7235413,294.2523804,319.0701294,917.3361206,406.2680969,782.7171021,363.1341248,19.88559914,524.0579834,855.0111694,163.710495,333.2640686,474.0372009,447.4598999,411.603302,80.9625473,422.2546692,567.2089233,320.4951172,852.3809814,301.9266663,833.0877686,466.6906128,756.1907959,215.7488251,675.5622559,540.328186,996.0986938,293.0550842,440.6504822,253.0200348,851.1119995,495.139801,126.5669022,479.7788391,27.33804131,458.7239685,296.1339722,542.7833252,40.35539627,468.646698,152.2133636,519.2575684,610.5202026,383.2846985,403.539093,461.8811035,316.0301514,421.7512817,492.3109741,269.9510193,268.7914124,561.1125488,952.1401367,375.3652954,989.3312378,457.4283752,33.77399063,502.2093201,20.05945969,503.1493225,389.653717,481.1810303,276.9677429,493.1779785,100.6500473,299.9983521,817.4126587,390.4576111,372.7394104,440.6023865,654.7271118,485.7973022,512.9280396,505.5490112,504.5065918,451.2947693,99.62586975,551.7852173,147.9457092,508.1799316
516.2277222,409.7409363,301.4900818,477.5732422,743.6800537,516.0784912,890.2252808,474.3071899,613.5178833,437.8052979,642.4227905,469.8379211,845.8720093,485.1819153,15.98113251,505.4937134,500.506073,416.6559753,200.4810791,400.8115845,685.067627,458.8286438,449.4866943,463.0190125,440.8006592,219.5829773,248.6285095,168.2443848,320.894104,411.6483765,37.26175308,507.7389526,651.0795288,439.4684448,886.7722168,461.2149658,672.5465088,328.6521606,664.15979,409.6422119,500.7229309,425.7828064,869.4129639,504.2087402,1010.033752,408.6017151,738.1322632,317.7927856,436.2893372,223.3775177,155.4364624,394.1425476,247.0037384,343.8058472,10.56236076,328.2985229,41.94672012,449.9264221,125.7723389,36.90427017,490.6895142,377.8314209,138.3306274,367.172821,578.3970337,340.7399597,837.0930786,428.5274963,684.6674194,217.5478973,464.8067627,350.9260254,7.417010307,419.2158813,743.3442993,475.9089661,883.1941528,262.4472961,940.2355347,294.7883301,389.5658569,372.7966309,846.3642578,509.2483826,891.579834,424.9506531,628.8771362,444.2640686,359.2652588,314.5709229,209.8160553,415.3451538,51.93283081,247.5827637,60.46014404,437.9887085,442.2154236,515.0751343,860.6359253,345.1685486,573.5826416,492.0315247,239.5530548,554.9927368,458.0346985,496.7031555,258.6218567,363.6999512,791.3103027,312.6602478,310.7512512,496.3603516,886.8300781,544.7896118,521.046936,518.6018677,80.18222046,308.1134644,78.00096893,265.1694946,548.3274536,274.2497864,930.4715576,404.2723694,108.4230652,362.8234863,899.5651245,520.3942871,65.61295319,160.8418274,488.4653015,465.6957703,710.2618408,407.487854,558.5006714,419.5997925,7.677803516,289.5370483,901.711792,458.0892944,500.640686,450.0677185,470.2236633,179.4061432,513.9189453,535.4528198,594.7744141,255.9364929,660.0166016,234.0883026,803.8170166,469.6757202,201.011261,479.0917358,641.2046509,442.2641296,22.2148838,526.7276001,442.5691528,461.6153564,99.26946259,508.7520142,48.2412262,367.11203,184.8558655,449.417511,574.7520142,386.2169189,167.5107117,269.2683105,323.9276733,537.993042,531.0231323,370.3183594,722.3826904,458.3233337,879.3066406,496.4961548,635.3109131,468.150238,366.2046204,470.01651,883.4754028,469.5012512,71.63835907,107.0393906,435.2279358,385.8456116,620.9949341,437.8586121,22.87903023,487.4647217,342.3631287,487.1860046,543.2531128,451.8139038,598.4000854,543.2537231,940.5550537,501.4317017
137.1286316,392.9680786,1010.078613,476.0787964,214.5063324,512.3561401,825.6630859,472.352478,255.2507629,398.312439,794.1168213,466.3306274,572.3250732,484.1967468,640.6607666,504.5377808,823.7316284,415.6750488,846.7334595,379.061676,571.1300659,446.6020508,866.2896118,450.5595093,676.9301758,170.9741669,287.4425964,150.7317963,796.9732666,403.379425,877.4796753,499.8790894,229.4326324,428.27005,7.567669392,438.3615112,46.2527771,310.2884521,574.184021,389.2999878,588.6727905,419.6565247,626.5227051,496.3876038,612.9984741,404.1525269,882.3569946,308.8916016,842.852356,217.694046,109.1890335,378.6300964,594.6113281,291.8006592,1002.584595,325.5322876,49.07529068,395.8581238,183.7797852,514.9523926,10.00753307,360.5266418,662.1316528,354.498291,91.104599,337.150238,520.8804321,425.0125427,914.0919189,199.3483734,162.7616882,351.3418884,230.6352692,394.1590881,119.5457306,468.5610352,979.6098633,217.9077148,428.4155579,264.464386,495.7802429,367.2737732,616.9732056,510.2254944,401.3967896,420.984314,656.4508667,439.3242798,181.1522369,309.1035767,901.5234985,400.620697,249.1317596,241.6773376,251.7829132,432.5344849,441.6658936,499.0344543,841.4615479,271.6506348,113.399704,478.4303589,59.17544937,543.7983398,745.2739258,480.1524353,666.7415161,352.8125,317.0945129,312.2633667,406.8339844,483.8669739,734.6349487,541.0297241,54.4071846,510.1816711,881.9537354,285.2921753,777.2458496,244.7476807,934.5738525,268.2532959,828.3705444,354.2653809,943.9398193,354.4929504,532.8865967,513.4080811,484.6471558,143.2582855,245.3166046,454.6195068,377.016571,392.3678284,24.02325439,418.4515381,171.7303009,268.8527527,59.95936203,579.2466431,695.5201416,447.9796143,369.9389954,155.4431763,105.0355835,521.5114136,400.2434998,237.1691742,38.57606125,231.6130219,504.1080933,454.1330566,254.9753113,461.4389343,491.1865234,440.2945251,113.3648148,521.3858032,619.9569092,456.1662292,376.3043823,471.2814026,214.7583618,273.3789978,166.4499664,442.6462097,6.414073944,385.1758728,462.8425293,244.7411499,385.0779419,534.7746582,111.989563,330.1587219,948.9088745,456.2700195,750.8675537,481.6333618,701.9790649,452.236084,564.7971802,466.9051819,788.8947754,453.2487488,778.0435791,570.9481812,636.7684937,379.1426392,541.526123,424.8522644,885.9194336,482.9769287,678.4234009,482.6249084,702.0987549,450.3571472,374.6078186,541.6005249,44.57372665,492.3257446
577.0460815,390.2057495,560.3739014,472.9477539,913.2229614,510.6765747,244.4230042,471.2297974,930.5934448,386.0991211,557.6010132,460.022522,223.8601837,483.9578247,481.1409302,495.2053833,381.7639771,400.4355164,913.0184937,364.2709656,900.0216675,422.3789368,668.4124756,448.2293701,390.2854004,106.2005386,474.0487366,137.7479858,781.7057495,390.8487549,924.8977051,487.5752563,82.50823975,404.5222473,487.4777832,422.7675171,700.8486328,234.1192169,840.8534546,378.8377075,330.3771057,408.7818909,387.6600342,463.1335449,502.7896423,402.1220398,146.9047852,266.0544739,51.48436737,194.0839844,340.0625,377.9875183,953.3681641,275.8730469,638.9257202,324.3222046,345.6691589,388.0473633,462.0921936,467.7898254,517.5723267,347.5433655,653.5076904,340.6201782,554.8042603,327.3194885,605.2359619,422.01651,431.8334656,171.8841553,269.1578979,323.799408,548.9623413,394.8205261,651.1400757,453.1475525,929.4388428,186.125473,951.2890015,217.2935028,40.07267761,326.8054504,793.0615845,484.0937195,494.6882019,372.1372986,177.5092468,413.1042175,407.4483948,305.9928589,551.6582642,332.2035522,180.5468292,223.103302,275.9518738,424.8909302,719.8966064,477.9278564,978.1306152,250.8337555,328.6379395,469.7929077,693.4038696,540.5129395,687.6375122,471.9554138,513.0953979,343.1379395,241.2353363,312.0848083,422.0051575,480.8522644,778.1403198,539.4598999,514.5581665,494.6660461,145.9613495,286.1069336,15.28883743,214.2476654,678.8317261,262.5122986,445.7088623,345.2095642,339.7776794,353.7208252,642.3328247,506.8708801,543.8731079,130.5348663,301.2655945,445.3399353,185.4125061,385.7563171,896.1359253,413.7135925,219.850174,265.278656,744.3868408,444.0264282,938.0609741,443.5140381,972.6356812,116.4607162,978.3690186,480.5375671,903.977417,196.9774475,200.0066681,206.7272949,549.5342407,449.3580322,295.7718201,431.2460632,197.320816,434.5670471,421.9929504,509.4553528,346.6309204,441.1890564,526.8879395,455.9725647,738.6531372,273.3596802,545.3037109,411.385376,990.1749268,370.9842834,960.807373,240.4505463,730.9406128,529.2106323,437.9575806,292.4925537,607.3828125,451.2340698,410.0994873,391.4123535,664.2564087,419.7441711,383.3439026,456.7459106,888.0501709,448.8321838,437.6637878,548.4514771,508.7637329,373.2539368,99.1337204,390.0391541,460.1702576,480.5315857,523.102356,483.8555908,503.8394165,446.7285767,437.3233643,534.3435669,497.9896545,469.8708496
