0-x,0-y,1-x,1-y,2-x,2-y,3-x,3-y,4-x,4-y,5-x,5-y,6-x,6-y,7-x,7-y,8-x,8-y,9-x,9-y,10-x,10-y,11-x,11-y,12-x,12-y
,,,,,,821.97998046875,153.9600067138672,,,254.6370391845703,270.2592468261719,,,925.7724609375,245.97494506835938,,,,,,,,,,
,,,,,,159.33689880371094,244.43649291992188,,,541.522705078125,137.50401306152344,,,59.81560134887695,186.0283660888672,,,,,,,,,,
,,,,,,821.1127319335938,206.88235473632812,,,548.5208129882812,405.3819580078125,,,327.2430419921875,182.69235229492188,,,,,,,,,,
,,,,,,160.04043579101562,467.5505676269531,,,1012.6370239257812,69.74073791503906,,,377.4945068359375,72.53106689453125,,,,,,,,,,
,,,,,,709.5925903320312,101.74073791503906,,,369.5579833984375,474.4347839355469,,,899.4888916015625,492.36297607421875,,,,,,,,,,
,,,,,,376.2789611816406,304.6468505859375,,,61.840763092041016,371.3369140625,,,50.4420280456543,178.43478393554688,,,,,,,,,,
,,,,,,,,,,234.3951873779297,284.54022216796875,,,,,,,,,,,,,,
,,,,,,,,,,298.66363525390625,175.89830017089844,,,,,,,,,,,,,,
,,,,,,,,,,916.3629760742188,375.4888916015625,,,,,,,,,,,,,,
,,,,,,,,,,628.8156127929688,195.22694396972656,,,,,,,,,,,,,,
,,,,,,,,,,227.40740966796875,541.25927734375,,,,,,,,,,,,,,
,,,,,,,,,,753.0,526.0,,,,,,,,,,,,,,
,,,,,,,,,,528.200927734375,356.2196044921875,,,,,,,,,,,,,,
,,,,,,,,,,241.00485229492188,59.11521530151367,,,,,,,,,,,,,,
,,,,,,,,,,73.03144836425781,2.7987420558929443,,,,,,,,,,,,,,
,,,,,,,,,,34.2985725402832,375.9851379394531,,,,,,,,,,,,,,
,,,,,,,,,,367.36297607421875,186.25926208496094,,,,,,,,,,,,,,
,,,,,,,,,,515.2789306640625,69.82312774658203,,,,,,,,,,,,,,
,,,,,,,,,,306.2269592285156,622.9716186523438,,,,,,,,,,,,,,
,,,,,,,,,,271.49090576171875,567.8424072265625,,,,,,,,,,,,,,
,,,,,,,,,,189.3998260498047,266.3183898925781,,,,,,,,,,,,,,
,,,,,,,,,,619.8958129882812,85.73611450195312,,,,,,,,,,,,,,
,,,,,,,,,,60.24752426147461,103.83830261230469,,,,,,,,,,,,,,
,,,,,,,,,,432.36297607421875,7.740740776062012,,,,,,,,,,,,,,
,,,,,,,,,,855.2174072265625,469.7246398925781,,,,,,,,,,,,,,
,,,,,,,,,,749.25927734375,397.40740966796875,,,,,,,,,,,,,,
,,,,,,,,,,322.49462890625,284.4032287597656,,,,,,,,,,,,,,
,,,,,,,,,,549.6973876953125,62.92482376098633,,,,,,,,,,,,,,
,,,,,,,,,,232.83006286621094,271.601318359375,,,,,,,,,,,,,,
,,,,,,,,,,192.06484985351562,113.88914489746094,,,,,,,,,,,,,,
