0-x,0-y,1-x,1-y,2-x,2-y,3-x,3-y,4-x,4-y,5-x,5-y,6-x,6-y,7-x,7-y,8-x,8-y,9-x,9-y,10-x,10-y,11-x,11-y,12-x,12-y
506.9766845703125,293.9388732910156,420.8846130371094,277.86737060546875,457.8541259765625,409.5227355957031,572.5363159179688,272.64105224609375,519.3770141601562,239.27491760253906,439.3070983886719,471.34942626953125,428.4176330566406,312.4152526855469,763.1732177734375,405.39935302734375,106.78485870361328,100.9769515991211,457.50726318359375,358.54119873046875,525.2534790039062,294.83953857421875,472.0864562988281,364.76617431640625,227.22523498535156,582.5152587890625
305.08636474609375,602.8750610351562,410.0503845214844,272.6122741699219,473.66546630859375,407.4574890136719,579.4568481445312,188.22442626953125,,,426.55645751953125,417.0907897949219,300.99285888671875,84.35723114013672,774.5592651367188,390.7823486328125,188.0,439.0,429.7192687988281,398.510498046875,482.81439208984375,254.33580017089844,806.0570068359375,303.8163146972656,945.9545288085938,412.7196960449219
930.3220825195312,521.2442626953125,51.407405853271484,334.41357421875,434.5,408.0,593.4625854492188,291.06121826171875,,,458.67236328125,391.65386962890625,944.5319213867188,57.751773834228516,718.6387329101562,361.1031188964844,210.9545440673828,118.28030395507812,2.7849462032318115,115.0,544.8258056640625,271.1411437988281,407.67724609375,284.1375732421875,481.1614990234375,617.8941650390625
,,361.2592468261719,228.3629608154297,,,556.2293701171875,267.4313659667969,,,505.18621826171875,405.80963134765625,450.6873474121094,291.4754638671875,279.4687194824219,308.74822998046875,,,896.5,79.5,355.6231994628906,340.0,323.1674499511719,379.32611083984375,61.723270416259766,143.2578582763672
,,27.928104400634766,213.33987426757812,,,579.732666015625,187.9794158935547,,,449.51019287109375,411.13604736328125,201.9741668701172,624.59423828125,255.8380126953125,300.494384765625,,,91.1561279296875,75.24995422363281,956.6718139648438,173.8205108642578,451.10296630859375,303.07635498046875,593.2269287109375,248.0283660888672
,,65.12056732177734,208.87942504882812,,,725.4935302734375,318.5348815917969,,,498.4367370605469,365.4973449707031,492.4424743652344,538.2892456054688,725.072998046875,374.43682861328125,,,329.4435729980469,57.701622009277344,866.0940551757812,94.17689514160156,407.7160949707031,284.348388671875,348.63702392578125,552.4888916015625
,,383.290771484375,368.75177001953125,,,531.4801025390625,153.53013610839844,,,482.8981628417969,338.5835876464844,21.292104721069336,204.9548797607422,246.59620666503906,280.7127380371094,,,,,,,560.4470825195312,264.4031677246094,77.66960906982422,423.0340576171875
,,926.6666870117188,532.0780029296875,,,187.57186889648438,596.144287109375,,,145.10464477539062,380.2693176269531,271.5480041503906,291.558349609375,311.4716796875,234.65943908691406,,,,,,,837.7688598632812,302.3555603027344,218.96551513671875,440.4023132324219
,,266.1066589355469,404.3466796875,,,918.1041870117188,521.263916015625,,,190.6370391845703,448.2592468261719,633.2670288085938,276.62353515625,207.5932159423828,378.9660949707031,,,,,,,308.021484375,302.3376159667969,895.8482055664062,469.12860107421875
,,573.1843872070312,307.81561279296875,,,806.7069091796875,237.32383728027344,,,535.6666870117188,447.19873046875,276.5,132.0,258.2684631347656,178.14927673339844,,,,,,,203.5,210.5,,
,,577.935302734375,161.19068908691406,,,278.8787841796875,72.69696807861328,,,205.48379516601562,547.4596557617188,,,300.185546875,224.9136962890625,,,,,,,,,,
,,973.3085327148438,219.81898498535156,,,534.8928833007812,461.5750732421875,,,273.1983642578125,517.4357299804688,,,65.52706909179688,50.08531188964844,,,,,,,,,,
,,493.7675476074219,195.4905548095703,,,715.724609375,303.7826232910156,,,562.5518188476562,447.9710998535156,,,66.4031753540039,22.78194808959961,,,,,,,,,,
